Kommunenummer	Stadnamn	Prioritet	Kommune	Fylke	Lat	Long	Nynorsk	Bokmål	Engelsk
1151	Utsira	25	Utsira	Rogaland	59.3055	4.8721	http://www.yr.no/stad/Noreg/Rogaland/Utsira/Utsira/varsel.xml	http://www.yr.no/sted/Norge/Rogaland/Utsira/Utsira/varsel.xml	http://www.yr.no/place/Norway/Rogaland/Utsira/Utsira/forecast.xml
1151	Lausingen	60	Utsira	Rogaland	59.2705	4.8486	http://www.yr.no/stad/Noreg/Rogaland/Utsira/Lausingen/varsel.xml	http://www.yr.no/sted/Norge/Rogaland/Utsira/Lausingen/varsel.xml	http://www.yr.no/place/Norway/Rogaland/Utsira/Lausingen/forecast.xml
1151	Nordvik	60	Utsira	Rogaland	59.3098	4.8830	http://www.yr.no/stad/Noreg/Rogaland/Utsira/Nordvik/varsel.xml	http://www.yr.no/sted/Norge/Rogaland/Utsira/Nordvik/varsel.xml	http://www.yr.no/place/Norway/Rogaland/Utsira/Nordvik/forecast.xml
1151	Spannholmane	60	Utsira	Rogaland	59.2818	4.8477	http://www.yr.no/stad/Noreg/Rogaland/Utsira/Spannholmane/varsel.xml	http://www.yr.no/sted/Norge/Rogaland/Utsira/Spannholmane/varsel.xml	http://www.yr.no/place/Norway/Rogaland/Utsira/Spannholmane/forecast.xml
1151	Sørvik	60	Utsira	Rogaland	59.2991	4.8976	http://www.yr.no/stad/Noreg/Rogaland/Utsira/Sørvik/varsel.xml	http://www.yr.no/sted/Norge/Rogaland/Utsira/Sørvik/varsel.xml	http://www.yr.no/place/Norway/Rogaland/Utsira/Sørvik/forecast.xml
1160	Romsa	30	Vindafjord	Rogaland	59.6753	5.7393	http://www.yr.no/stad/Noreg/Rogaland/Vindafjord/Romsa/varsel.xml	http://www.yr.no/sted/Norge/Rogaland/Vindafjord/Romsa/varsel.xml	http://www.yr.no/place/Norway/Rogaland/Vindafjord/Romsa/forecast.xml
1160	Ølensvåg	30	Vindafjord	Rogaland	59.5964	5.7399	http://www.yr.no/stad/Noreg/Rogaland/Vindafjord/Ølensvåg/varsel.xml	http://www.yr.no/sted/Norge/Rogaland/Vindafjord/Ølensvåg/varsel.xml	http://www.yr.no/place/Norway/Rogaland/Vindafjord/Ølensvåg/forecast.xml
1160	Bjoa	50	Vindafjord	Rogaland	59.6634	5.6451	http://www.yr.no/stad/Noreg/Rogaland/Vindafjord/Bjoa/varsel.xml	http://www.yr.no/sted/Norge/Rogaland/Vindafjord/Bjoa/varsel.xml	http://www.yr.no/place/Norway/Rogaland/Vindafjord/Bjoa/forecast.xml
1160	Vats	50	Vindafjord	Rogaland	59.4920	5.7281	http://www.yr.no/stad/Noreg/Rogaland/Vindafjord/Vats/varsel.xml	http://www.yr.no/sted/Norge/Rogaland/Vindafjord/Vats/varsel.xml	http://www.yr.no/place/Norway/Rogaland/Vindafjord/Vats/forecast.xml
1160	Skjold	50	Vindafjord	Rogaland	59.5025	5.5898	http://www.yr.no/stad/Noreg/Rogaland/Vindafjord/Skjold/varsel.xml	http://www.yr.no/sted/Norge/Rogaland/Vindafjord/Skjold/varsel.xml	http://www.yr.no/place/Norway/Rogaland/Vindafjord/Skjold/forecast.xml
1201	Bergen	10	Bergen	Hordaland	60.3922	5.3256	http://www.yr.no/stad/Noreg/Hordaland/Bergen/Bergen/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Bergen/Bergen/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Bergen/Bergen/forecast.xml
1201	Flesland	40	Bergen	Hordaland	60.2908	5.2230	http://www.yr.no/stad/Noreg/Hordaland/Bergen/Flesland/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Bergen/Flesland/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Bergen/Flesland/forecast.xml
1201	Fana	50	Bergen	Hordaland	60.2620	5.3467	http://www.yr.no/stad/Noreg/Hordaland/Bergen/Fana/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Bergen/Fana/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Bergen/Fana/forecast.xml
1201	Nesttun	50	Bergen	Hordaland	60.3144	5.3491	http://www.yr.no/stad/Noreg/Hordaland/Bergen/Nesttun/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Bergen/Nesttun/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Bergen/Nesttun/forecast.xml
1201	Ytre Arna	50	Bergen	Hordaland	60.4603	5.4349	http://www.yr.no/stad/Noreg/Hordaland/Bergen/Ytre_Arna/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Bergen/Ytre_Arna/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Bergen/Ytre_Arna/forecast.xml
1211	Etnesundet	30	Etne	Hordaland	59.6461	5.7971	http://www.yr.no/stad/Noreg/Hordaland/Etne/Etnesundet/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Etne/Etnesundet/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Etne/Etnesundet/forecast.xml
1211	Fjæra	50	Etne	Hordaland	59.8746	6.3810	http://www.yr.no/stad/Noreg/Hordaland/Etne/Fjæra/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Etne/Fjæra/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Etne/Fjæra/forecast.xml
1211	Markhus	50	Etne	Hordaland	59.8170	6.2298	http://www.yr.no/stad/Noreg/Hordaland/Etne/Markhus/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Etne/Markhus/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Etne/Markhus/forecast.xml
1211	Skånevik	50	Etne	Hordaland	59.7303	5.9432	http://www.yr.no/stad/Noreg/Hordaland/Etne/Skånevik/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Etne/Skånevik/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Etne/Skånevik/forecast.xml
1211	Håland	60	Etne	Hordaland	59.7127	6.0965	http://www.yr.no/stad/Noreg/Hordaland/Etne/Håland/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Etne/Håland/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Etne/Håland/forecast.xml
1216	Sveio	30	Sveio	Hordaland	59.5416	5.3549	http://www.yr.no/stad/Noreg/Hordaland/Sveio/Sveio/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Sveio/Sveio/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Sveio/Sveio/forecast.xml
1216	Auklandshamn	50	Sveio	Hordaland	59.6428	5.3847	http://www.yr.no/stad/Noreg/Hordaland/Sveio/Auklandshamn/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Sveio/Auklandshamn/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Sveio/Auklandshamn/forecast.xml
1216	Førde	50	Sveio	Hordaland	59.6065	5.4699	http://www.yr.no/stad/Noreg/Hordaland/Sveio/Førde/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Sveio/Førde/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Sveio/Førde/forecast.xml
1216	Valevåg	50	Sveio	Hordaland	59.6980	5.4733	http://www.yr.no/stad/Noreg/Hordaland/Sveio/Valevåg/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Sveio/Valevåg/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Sveio/Valevåg/forecast.xml
1216	Ryvarden	60	Sveio	Hordaland	59.5255	5.2260	http://www.yr.no/stad/Noreg/Hordaland/Sveio/Ryvarden/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Sveio/Ryvarden/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Sveio/Ryvarden/forecast.xml
1219	Bremnes	30	Bømlo	Hordaland	59.7925	5.1753	http://www.yr.no/stad/Noreg/Hordaland/Bømlo/Bremnes/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Bømlo/Bremnes/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Bømlo/Bremnes/forecast.xml
1219	Slåtterøy Fyr	40	Bømlo	Hordaland	59.9066	5.0680	http://www.yr.no/stad/Noreg/Hordaland/Bømlo/Slåtterøy_Fyr/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Bømlo/Slåtterøy_Fyr/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Bømlo/Slåtterøy_Fyr/forecast.xml
1219	Espevær	50	Bømlo	Hordaland	59.5883	5.1510	http://www.yr.no/stad/Noreg/Hordaland/Bømlo/Espevær/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Bømlo/Espevær/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Bømlo/Espevær/forecast.xml
1219	Folderøy	50	Bømlo	Hordaland	59.7945	5.3048	http://www.yr.no/stad/Noreg/Hordaland/Bømlo/Folderøy/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Bømlo/Folderøy/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Bømlo/Folderøy/forecast.xml
1219	Mosterhamn	50	Bømlo	Hordaland	59.6978	5.3866	http://www.yr.no/stad/Noreg/Hordaland/Bømlo/Mosterhamn/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Bømlo/Mosterhamn/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Bømlo/Mosterhamn/forecast.xml
1221	Leirvik	25	Stord	Hordaland	59.7784	5.5013	http://www.yr.no/stad/Noreg/Hordaland/Stord/Leirvik/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Stord/Leirvik/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Stord/Leirvik/forecast.xml
1221	Huglo	50	Stord	Hordaland	59.8494	5.5858	http://www.yr.no/stad/Noreg/Hordaland/Stord/Huglo/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Stord/Huglo/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Stord/Huglo/forecast.xml
1221	Sagvåg	50	Stord	Hordaland	59.7800	5.3908	http://www.yr.no/stad/Noreg/Hordaland/Stord/Sagvåg/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Stord/Sagvåg/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Stord/Sagvåg/forecast.xml
1221	Agdestein	60	Stord	Hordaland	59.8524	5.5239	http://www.yr.no/stad/Noreg/Hordaland/Stord/Agdestein/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Stord/Agdestein/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Stord/Agdestein/forecast.xml
1221	Huglo	60	Stord	Hordaland	59.8494	5.5858	http://www.yr.no/stad/Noreg/Hordaland/Stord/Huglo/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Stord/Huglo/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Stord/Huglo/forecast.xml
1222	Fitjar	30	Fitjar	Hordaland	59.9160	5.3172	http://www.yr.no/stad/Noreg/Hordaland/Fitjar/Fitjar/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Fitjar/Fitjar/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Fitjar/Fitjar/forecast.xml
1222	Hanøya	60	Fitjar	Hordaland	59.9157	5.1271	http://www.yr.no/stad/Noreg/Hordaland/Fitjar/Hanøya/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Fitjar/Hanøya/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Fitjar/Hanøya/forecast.xml
1222	Koløyhamn	60	Fitjar	Hordaland	59.8613	5.3026	http://www.yr.no/stad/Noreg/Hordaland/Fitjar/Koløyhamn/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Fitjar/Koløyhamn/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Fitjar/Koløyhamn/forecast.xml
1222	Sandvika	60	Fitjar	Hordaland	59.9654	5.3357	http://www.yr.no/stad/Noreg/Hordaland/Fitjar/Sandvika/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Fitjar/Sandvika/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Fitjar/Sandvika/forecast.xml
1222	Skardet	60	Fitjar	Hordaland	59.8256	5.3197	http://www.yr.no/stad/Noreg/Hordaland/Fitjar/Skardet/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Fitjar/Skardet/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Fitjar/Skardet/forecast.xml
1223	Uggdal	30	Tysnes	Hordaland	60.0073	5.4988	http://www.yr.no/stad/Noreg/Hordaland/Tysnes/Uggdal/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Tysnes/Uggdal/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Tysnes/Uggdal/forecast.xml
1223	Korsneset	50	Tysnes	Hordaland	60.0727	5.6982	http://www.yr.no/stad/Noreg/Hordaland/Tysnes/Korsneset/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Tysnes/Korsneset/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Tysnes/Korsneset/forecast.xml
1223	Godøysund	50	Tysnes	Hordaland	60.0625	5.5608	http://www.yr.no/stad/Noreg/Hordaland/Tysnes/Godøysund/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Tysnes/Godøysund/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Tysnes/Godøysund/forecast.xml
1223	Onarheim	50	Tysnes	Hordaland	59.9504	5.6263	http://www.yr.no/stad/Noreg/Hordaland/Tysnes/Onarheim/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Tysnes/Onarheim/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Tysnes/Onarheim/forecast.xml
1223	Årbakka	50	Tysnes	Hordaland	59.9904	5.6844	http://www.yr.no/stad/Noreg/Hordaland/Tysnes/Årbakka/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Tysnes/Årbakka/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Tysnes/Årbakka/forecast.xml
1224	Rosendal	25	Kvinnherad	Hordaland	59.9853	6.0143	http://www.yr.no/stad/Noreg/Hordaland/Kvinnherad/Rosendal/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Kvinnherad/Rosendal/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Kvinnherad/Rosendal/forecast.xml
1224	Sunndal	50	Kvinnherad	Hordaland	60.1163	6.2716	http://www.yr.no/stad/Noreg/Hordaland/Kvinnherad/Sunndal/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Kvinnherad/Sunndal/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Kvinnherad/Sunndal/forecast.xml
1224	Husnes	50	Kvinnherad	Hordaland	59.8575	5.7482	http://www.yr.no/stad/Noreg/Hordaland/Kvinnherad/Husnes/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Kvinnherad/Husnes/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Kvinnherad/Husnes/forecast.xml
1224	Ølve	50	Kvinnherad	Hordaland	59.9912	5.7853	http://www.yr.no/stad/Noreg/Hordaland/Kvinnherad/Ølve/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Kvinnherad/Ølve/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Kvinnherad/Ølve/forecast.xml
1224	Åkra	50	Kvinnherad	Hordaland	59.7888	6.1010	http://www.yr.no/stad/Noreg/Hordaland/Kvinnherad/Åkra/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Kvinnherad/Åkra/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Kvinnherad/Åkra/forecast.xml
1227	Jondal	30	Jondal	Hordaland	60.2748	6.2533	http://www.yr.no/stad/Noreg/Hordaland/Jondal/Jondal/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Jondal/Jondal/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Jondal/Jondal/forecast.xml
1227	Herand	50	Jondal	Hordaland	60.3428	6.3766	http://www.yr.no/stad/Noreg/Hordaland/Jondal/Herand/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Jondal/Herand/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Jondal/Herand/forecast.xml
1227	Kysnesstranda	50	Jondal	Hordaland	60.2021	6.1140	http://www.yr.no/stad/Noreg/Hordaland/Jondal/Kysnesstranda/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Jondal/Kysnesstranda/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Jondal/Kysnesstranda/forecast.xml
1227	Flatabø	60	Jondal	Hordaland	60.2754	6.3856	http://www.yr.no/stad/Noreg/Hordaland/Jondal/Flatabø/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Jondal/Flatabø/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Jondal/Flatabø/forecast.xml
1227	Torsnes	60	Jondal	Hordaland	60.2379	6.2017	http://www.yr.no/stad/Noreg/Hordaland/Jondal/Torsnes/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Jondal/Torsnes/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Jondal/Torsnes/forecast.xml
1228	Odda	25	Odda	Hordaland	60.0677	6.5464	http://www.yr.no/stad/Noreg/Hordaland/Odda/Odda/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Odda/Odda/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Odda/Odda/forecast.xml
1228	Midtlæger	40	Odda	Hordaland	59.8372	6.9910	http://www.yr.no/stad/Noreg/Hordaland/Odda/Midtlæger/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Odda/Midtlæger/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Odda/Midtlæger/forecast.xml
1228	Røldal	50	Odda	Hordaland	59.8309	6.8218	http://www.yr.no/stad/Noreg/Hordaland/Odda/Røldal/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Odda/Røldal/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Odda/Røldal/forecast.xml
1228	Skare	50	Odda	Hordaland	59.9305	6.5949	http://www.yr.no/stad/Noreg/Hordaland/Odda/Skare/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Odda/Skare/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Odda/Skare/forecast.xml
1228	Tyssedal	50	Odda	Hordaland	60.1147	6.5576	http://www.yr.no/stad/Noreg/Hordaland/Odda/Tyssedal/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Odda/Tyssedal/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Odda/Tyssedal/forecast.xml
1231	Kinsarvik	30	Ullensvang	Hordaland	60.3742	6.7232	http://www.yr.no/stad/Noreg/Hordaland/Ullensvang/Kinsarvik/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Ullensvang/Kinsarvik/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Ullensvang/Kinsarvik/forecast.xml
1231	Grimo	50	Ullensvang	Hordaland	60.3877	6.6451	http://www.yr.no/stad/Noreg/Hordaland/Ullensvang/Grimo/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Ullensvang/Grimo/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Ullensvang/Grimo/forecast.xml
1231	Hovland	50	Ullensvang	Hordaland	60.2326	6.6174	http://www.yr.no/stad/Noreg/Hordaland/Ullensvang/Hovland/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Ullensvang/Hovland/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Ullensvang/Hovland/forecast.xml
1231	Lofthus	50	Ullensvang	Hordaland	60.3313	6.6617	http://www.yr.no/stad/Noreg/Hordaland/Ullensvang/Lofthus/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Ullensvang/Lofthus/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Ullensvang/Lofthus/forecast.xml
1231	Utne	50	Ullensvang	Hordaland	60.4214	6.6227	http://www.yr.no/stad/Noreg/Hordaland/Ullensvang/Utne/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Ullensvang/Utne/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Ullensvang/Utne/forecast.xml
1232	Eidfjord	30	Eidfjord	Hordaland	60.4660	7.0704	http://www.yr.no/stad/Noreg/Hordaland/Eidfjord/Eidfjord/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Eidfjord/Eidfjord/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Eidfjord/Eidfjord/forecast.xml
1232	Fet	40	Eidfjord	Hordaland	60.4066	7.2804	http://www.yr.no/stad/Noreg/Hordaland/Eidfjord/Fet/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Eidfjord/Fet/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Eidfjord/Fet/forecast.xml
1232	Dyranut	50	Eidfjord	Hordaland	60.3666	7.5041	http://www.yr.no/stad/Noreg/Hordaland/Eidfjord/Dyranut/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Eidfjord/Dyranut/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Eidfjord/Dyranut/forecast.xml
1232	Halne Fjellstova	50	Eidfjord	Hordaland	60.4170	7.6859	http://www.yr.no/stad/Noreg/Hordaland/Eidfjord/Halne_Fjellstova/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Eidfjord/Halne_Fjellstova/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Eidfjord/Halne_Fjellstova/forecast.xml
1232	Vøringsfossen	50	Eidfjord	Hordaland	60.4257	7.2519	http://www.yr.no/stad/Noreg/Hordaland/Eidfjord/Vøringsfossen/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Eidfjord/Vøringsfossen/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Eidfjord/Vøringsfossen/forecast.xml
1233	Ulvik	30	Ulvik	Hordaland	60.5657	6.9194	http://www.yr.no/stad/Noreg/Hordaland/Ulvik/Ulvik/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Ulvik/Ulvik/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Ulvik/Ulvik/forecast.xml
1233	Finse	30	Ulvik	Hordaland	60.6002	7.5048	http://www.yr.no/stad/Noreg/Hordaland/Ulvik/Finse/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Ulvik/Finse/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Ulvik/Finse/forecast.xml
1233	Brakanes	50	Ulvik	Hordaland	60.5658	6.9176	http://www.yr.no/stad/Noreg/Hordaland/Ulvik/Brakanes/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Ulvik/Brakanes/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Ulvik/Brakanes/forecast.xml
1233	Hallingskeid	60	Ulvik	Hordaland	60.6667	7.2489	http://www.yr.no/stad/Noreg/Hordaland/Ulvik/Hallingskeid/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Ulvik/Hallingskeid/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Ulvik/Hallingskeid/forecast.xml
1234	Granvin	30	Granvin	Hordaland	60.5249	6.7225	http://www.yr.no/stad/Noreg/Hordaland/Granvin/Granvin/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Granvin/Granvin/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Granvin/Granvin/forecast.xml
1234	Dale	60	Granvin	Hordaland	60.5786	6.7779	http://www.yr.no/stad/Noreg/Hordaland/Granvin/Dale/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Granvin/Dale/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Granvin/Dale/forecast.xml
1234	Folkedal	60	Granvin	Hordaland	60.4865	6.6490	http://www.yr.no/stad/Noreg/Hordaland/Granvin/Folkedal/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Granvin/Folkedal/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Granvin/Folkedal/forecast.xml
1234	Krokavatnet	60	Granvin	Hordaland	60.5649	6.6423	http://www.yr.no/stad/Noreg/Hordaland/Granvin/Krokavatnet/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Granvin/Krokavatnet/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Granvin/Krokavatnet/forecast.xml
1234	Steinsete	60	Granvin	Hordaland	60.5105	6.6745	http://www.yr.no/stad/Noreg/Hordaland/Granvin/Steinsete/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Granvin/Steinsete/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Granvin/Steinsete/forecast.xml
1235	Vossavangen	25	Voss	Hordaland	60.6215	6.4236	http://www.yr.no/stad/Noreg/Hordaland/Voss/Vossavangen/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Voss/Vossavangen/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Voss/Vossavangen/forecast.xml
1235	Mjølfjell	40	Voss	Hordaland	60.6939	6.8484	http://www.yr.no/stad/Noreg/Hordaland/Voss/Mjølfjell/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Voss/Mjølfjell/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Voss/Mjølfjell/forecast.xml
1235	Bolstadøyri	50	Voss	Hordaland	60.6358	5.9583	http://www.yr.no/stad/Noreg/Hordaland/Voss/Bolstadøyri/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Voss/Bolstadøyri/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Voss/Bolstadøyri/forecast.xml
1235	Stalheim	50	Voss	Hordaland	60.8376	6.6840	http://www.yr.no/stad/Noreg/Hordaland/Voss/Stalheim/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Voss/Stalheim/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Voss/Stalheim/forecast.xml
1235	Bjørgo	50	Voss	Hordaland	60.6148	6.5287	http://www.yr.no/stad/Noreg/Hordaland/Voss/Bjørgo/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Voss/Bjørgo/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Voss/Bjørgo/forecast.xml
1238	Norheimsund	30	Kvam	Hordaland	60.3695	6.1464	http://www.yr.no/stad/Noreg/Hordaland/Kvam/Norheimsund/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Kvam/Norheimsund/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Kvam/Norheimsund/forecast.xml
1238	Kvamsøy	40	Kvam	Hordaland	60.3615	6.2823	http://www.yr.no/stad/Noreg/Hordaland/Kvam/Kvamsøy/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Kvam/Kvamsøy/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Kvam/Kvamsøy/forecast.xml
1238	Kvamskogen	40	Kvam	Hordaland	60.3858	5.9718	http://www.yr.no/stad/Noreg/Hordaland/Kvam/Kvamskogen/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Kvam/Kvamskogen/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Kvam/Kvamskogen/forecast.xml
1238	Tangerås	50	Kvam	Hordaland	60.2567	6.0068	http://www.yr.no/stad/Noreg/Hordaland/Kvam/Tangerås/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Kvam/Tangerås/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Kvam/Tangerås/forecast.xml
1238	Strandebarm	50	Kvam	Hordaland	60.2680	6.0140	http://www.yr.no/stad/Noreg/Hordaland/Kvam/Strandebarm/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Kvam/Strandebarm/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Kvam/Strandebarm/forecast.xml
1238	Ålvik	50	Kvam	Hordaland	60.4313	6.4324	http://www.yr.no/stad/Noreg/Hordaland/Kvam/Ålvik/varsel.xml	http://www.yr.no/sted/Norge/Hordaland/Kvam/Ålvik/varsel.xml	http://www.yr.no/place/Norway/Hordaland/Kvam/Ålvik/forecast.xml
