Kommunenummer	Stadnamn	Prioritet	Kommune	Fylke	Lat	Long	Nynorsk	Bokmål	Engelsk
101	Halden	25	Halden	Østfold	59.1234	11.3878	http://www.yr.no/stad/Noreg/Østfold/Halden/Halden/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Halden/Halden/varsel.xml	http://www.yr.no/place/Norway/Østfold/Halden/Halden/forecast.xml
101	Brekke Sluse	40	Halden	Østfold	59.1464	11.5563	http://www.yr.no/stad/Noreg/Østfold/Halden/Brekke_Sluse/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Halden/Brekke_Sluse/varsel.xml	http://www.yr.no/place/Norway/Østfold/Halden/Brekke_Sluse/forecast.xml
101	Prestebakke	40	Halden	Østfold	58.9908	11.5403	http://www.yr.no/stad/Noreg/Østfold/Halden/Prestebakke/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Halden/Prestebakke/varsel.xml	http://www.yr.no/place/Norway/Østfold/Halden/Prestebakke/forecast.xml
101	Berg	50	Halden	Østfold	59.1365	11.3294	http://www.yr.no/stad/Noreg/Østfold/Halden/Berg/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Halden/Berg/varsel.xml	http://www.yr.no/place/Norway/Østfold/Halden/Berg/forecast.xml
101	Sponvika	50	Halden	Østfold	59.0912	11.2301	http://www.yr.no/stad/Noreg/Østfold/Halden/Sponvika/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Halden/Sponvika/varsel.xml	http://www.yr.no/place/Norway/Østfold/Halden/Sponvika/forecast.xml
104	Moss	25	Moss	Østfold	59.4326	10.6580	http://www.yr.no/stad/Noreg/Østfold/Moss/Moss/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Moss/Moss/varsel.xml	http://www.yr.no/place/Norway/Østfold/Moss/Moss/forecast.xml
104	Gullholmen	40	Moss	Østfold	59.4337	10.5772	http://www.yr.no/stad/Noreg/Østfold/Moss/Gullholmen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Moss/Gullholmen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Moss/Gullholmen/forecast.xml
104	Bevøya	60	Moss	Østfold	59.5108	10.6413	http://www.yr.no/stad/Noreg/Østfold/Moss/Bevøya/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Moss/Bevøya/varsel.xml	http://www.yr.no/place/Norway/Østfold/Moss/Bevøya/forecast.xml
104	Dillingøya	60	Moss	Østfold	59.4304	10.7608	http://www.yr.no/stad/Noreg/Østfold/Moss/Dillingøya/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Moss/Dillingøya/varsel.xml	http://www.yr.no/place/Norway/Østfold/Moss/Dillingøya/forecast.xml
104	Kambo	60	Moss	Østfold	59.4711	10.6959	http://www.yr.no/stad/Noreg/Østfold/Moss/Kambo/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Moss/Kambo/varsel.xml	http://www.yr.no/place/Norway/Østfold/Moss/Kambo/forecast.xml
105	Sarpsborg	25	Sarpsborg	Østfold	59.2825	11.1099	http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Sarpsborg/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Sarpsborg/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Sarpsborg/forecast.xml
105	Greåker	50	Sarpsborg	Østfold	59.2663	11.0411	http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Greåker/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Greåker/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Greåker/forecast.xml
105	Hafslundsøy	50	Sarpsborg	Østfold	59.2905	11.1486	http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Hafslundsøy/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Hafslundsøy/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Hafslundsøy/forecast.xml
105	Skjeberg	50	Sarpsborg	Østfold	59.2101	11.1906	http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Skjeberg/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Skjeberg/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Skjeberg/forecast.xml
105	Yven	50	Sarpsborg	Østfold	59.2791	11.0712	http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Yven/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Yven/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Yven/forecast.xml
106	Fredrikstad	25	Fredrikstad	Østfold	59.2167	10.9301	http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Fredrikstad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Fredrikstad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Fredrikstad/forecast.xml
106	Strømtangen Fyr	40	Fredrikstad	Østfold	59.1499	10.8290	http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Strømtangen_Fyr/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Strømtangen_Fyr/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Strømtangen_Fyr/forecast.xml
106	Kråkerøy	50	Fredrikstad	Østfold	59.1796	10.9289	http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Kråkerøy/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Kråkerøy/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Kråkerøy/forecast.xml
106	Rolvsøy	50	Fredrikstad	Østfold	59.2645	11.0178	http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Rolvsøy/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Rolvsøy/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Rolvsøy/forecast.xml
106	Engelsviken	50	Fredrikstad	Østfold	59.2503	10.7430	http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Engelsviken/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Engelsviken/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Engelsviken/forecast.xml
111	Skjærhallen	30	Hvaler	Østfold	59.0239	11.0372	http://www.yr.no/stad/Noreg/Østfold/Hvaler/Skjærhallen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hvaler/Skjærhallen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hvaler/Skjærhallen/forecast.xml
111	Herføl	50	Hvaler	Østfold	58.9923	11.0506	http://www.yr.no/stad/Noreg/Østfold/Hvaler/Herføl/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hvaler/Herføl/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hvaler/Herføl/forecast.xml
111	Nedgården	50	Hvaler	Østfold	59.0156	11.0659	http://www.yr.no/stad/Noreg/Østfold/Hvaler/Nedgården/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hvaler/Nedgården/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hvaler/Nedgården/forecast.xml
111	Vesterøy	50	Hvaler	Østfold	59.0925	10.8832	http://www.yr.no/stad/Noreg/Østfold/Hvaler/Vesterøy/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hvaler/Vesterøy/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hvaler/Vesterøy/forecast.xml
111	Torbjørnskjær	60	Hvaler	Østfold	58.9953	10.7824	http://www.yr.no/stad/Noreg/Østfold/Hvaler/Torbjørnskjær/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hvaler/Torbjørnskjær/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hvaler/Torbjørnskjær/forecast.xml
118	Fossby	30	Aremark	Østfold	59.2211	11.6986	http://www.yr.no/stad/Noreg/Østfold/Aremark/Fossby/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Aremark/Fossby/varsel.xml	http://www.yr.no/place/Norway/Østfold/Aremark/Fossby/forecast.xml
118	Aspern	60	Aremark	Østfold	59.1549	11.7041	http://www.yr.no/stad/Noreg/Østfold/Aremark/Aspern/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Aremark/Aspern/varsel.xml	http://www.yr.no/place/Norway/Østfold/Aremark/Aspern/forecast.xml
118	Store Le	60	Aremark	Østfold	59.2142	11.8436	http://www.yr.no/stad/Noreg/Østfold/Aremark/Store_Le/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Aremark/Store_Le/varsel.xml	http://www.yr.no/place/Norway/Østfold/Aremark/Store_Le/forecast.xml
118	Strømsfoss	60	Aremark	Østfold	59.3001	11.6603	http://www.yr.no/stad/Noreg/Østfold/Aremark/Strømsfoss/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Aremark/Strømsfoss/varsel.xml	http://www.yr.no/place/Norway/Østfold/Aremark/Strømsfoss/forecast.xml
118	Trollhøgda	60	Aremark	Østfold	59.2333	11.7870	http://www.yr.no/stad/Noreg/Østfold/Aremark/Trollhøgda/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Aremark/Trollhøgda/varsel.xml	http://www.yr.no/place/Norway/Østfold/Aremark/Trollhøgda/forecast.xml
119	Ørje	30	Marker	Østfold	59.4765	11.6566	http://www.yr.no/stad/Noreg/Østfold/Marker/Ørje/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Marker/Ørje/varsel.xml	http://www.yr.no/place/Norway/Østfold/Marker/Ørje/forecast.xml
119	Otteid	50	Marker	Østfold	59.3520	11.7110	http://www.yr.no/stad/Noreg/Østfold/Marker/Otteid/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Marker/Otteid/varsel.xml	http://www.yr.no/place/Norway/Østfold/Marker/Otteid/forecast.xml
119	Klund	60	Marker	Østfold	59.5231	11.6372	http://www.yr.no/stad/Noreg/Østfold/Marker/Klund/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Marker/Klund/varsel.xml	http://www.yr.no/place/Norway/Østfold/Marker/Klund/forecast.xml
119	Rødenes	60	Marker	Østfold	59.5868	11.5961	http://www.yr.no/stad/Noreg/Østfold/Marker/Rødenes/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Marker/Rødenes/varsel.xml	http://www.yr.no/place/Norway/Østfold/Marker/Rødenes/forecast.xml
119	Øymark	60	Marker	Østfold	59.4184	11.6637	http://www.yr.no/stad/Noreg/Østfold/Marker/Øymark/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Marker/Øymark/varsel.xml	http://www.yr.no/place/Norway/Østfold/Marker/Øymark/forecast.xml
121	Rømskog	30	Rømskog	Østfold	59.7485	11.8108	http://www.yr.no/stad/Noreg/Østfold/Rømskog/Rømskog/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rømskog/Rømskog/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rømskog/Rømskog/forecast.xml
121	Røvasshøgda	60	Rømskog	Østfold	59.7595	11.9087	http://www.yr.no/stad/Noreg/Østfold/Rømskog/Røvasshøgda/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rømskog/Røvasshøgda/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rømskog/Røvasshøgda/forecast.xml
121	Slavasshøgda	60	Rømskog	Østfold	59.6831	11.7322	http://www.yr.no/stad/Noreg/Østfold/Rømskog/Slavasshøgda/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rømskog/Slavasshøgda/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rømskog/Slavasshøgda/forecast.xml
121	Trandumsætra	60	Rømskog	Østfold	59.7789	11.8121	http://www.yr.no/stad/Noreg/Østfold/Rømskog/Trandumsætra/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rømskog/Trandumsætra/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rømskog/Trandumsætra/forecast.xml
121	Trosterud	60	Rømskog	Østfold	59.6542	11.8608	http://www.yr.no/stad/Noreg/Østfold/Rømskog/Trosterud/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rømskog/Trosterud/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rømskog/Trosterud/forecast.xml
122	Trøgstad	30	Trøgstad	Østfold	59.6387	11.3192	http://www.yr.no/stad/Noreg/Østfold/Trøgstad/Trøgstad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Trøgstad/Trøgstad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Trøgstad/Trøgstad/forecast.xml
122	Båstad	50	Trøgstad	Østfold	59.6944	11.2964	http://www.yr.no/stad/Noreg/Østfold/Trøgstad/Båstad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Trøgstad/Båstad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Trøgstad/Båstad/forecast.xml
122	Heiås	60	Trøgstad	Østfold	59.7017	11.2955	http://www.yr.no/stad/Noreg/Østfold/Trøgstad/Heiås/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Trøgstad/Heiås/varsel.xml	http://www.yr.no/place/Norway/Østfold/Trøgstad/Heiås/forecast.xml
122	Mørkfoss	60	Trøgstad	Østfold	59.6574	11.2260	http://www.yr.no/stad/Noreg/Østfold/Trøgstad/Mørkfoss/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Trøgstad/Mørkfoss/varsel.xml	http://www.yr.no/place/Norway/Østfold/Trøgstad/Mørkfoss/forecast.xml
122	Skjønhaug	60	Trøgstad	Østfold	59.6393	11.3162	http://www.yr.no/stad/Noreg/Østfold/Trøgstad/Skjønhaug/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Trøgstad/Skjønhaug/varsel.xml	http://www.yr.no/place/Norway/Østfold/Trøgstad/Skjønhaug/forecast.xml
123	Spydeberg	30	Spydeberg	Østfold	59.6155	11.0826	http://www.yr.no/stad/Noreg/Østfold/Spydeberg/Spydeberg/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Spydeberg/Spydeberg/varsel.xml	http://www.yr.no/place/Norway/Østfold/Spydeberg/Spydeberg/forecast.xml
123	Heli	60	Spydeberg	Østfold	59.5617	11.0967	http://www.yr.no/stad/Noreg/Østfold/Spydeberg/Heli/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Spydeberg/Heli/varsel.xml	http://www.yr.no/place/Norway/Østfold/Spydeberg/Heli/forecast.xml
123	Hovin	60	Spydeberg	Østfold	59.6294	11.1206	http://www.yr.no/stad/Noreg/Østfold/Spydeberg/Hovin/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Spydeberg/Hovin/varsel.xml	http://www.yr.no/place/Norway/Østfold/Spydeberg/Hovin/forecast.xml
123	Mørk	60	Spydeberg	Østfold	59.5231	11.0055	http://www.yr.no/stad/Noreg/Østfold/Spydeberg/Mørk/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Spydeberg/Mørk/varsel.xml	http://www.yr.no/place/Norway/Østfold/Spydeberg/Mørk/forecast.xml
123	Tomter	60	Spydeberg	Østfold	59.6105	11.0372	http://www.yr.no/stad/Noreg/Østfold/Spydeberg/Tomter/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Spydeberg/Tomter/varsel.xml	http://www.yr.no/place/Norway/Østfold/Spydeberg/Tomter/forecast.xml
124	Askim	25	Askim	Østfold	59.5818	11.1632	http://www.yr.no/stad/Noreg/Østfold/Askim/Askim/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Askim/Askim/varsel.xml	http://www.yr.no/place/Norway/Østfold/Askim/Askim/forecast.xml
124	Kykkelsrud	60	Askim	Østfold	59.5803	11.1036	http://www.yr.no/stad/Noreg/Østfold/Askim/Kykkelsrud/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Askim/Kykkelsrud/varsel.xml	http://www.yr.no/place/Norway/Østfold/Askim/Kykkelsrud/forecast.xml
124	Langnes	60	Askim	Østfold	59.6042	11.1252	http://www.yr.no/stad/Noreg/Østfold/Askim/Langnes/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Askim/Langnes/varsel.xml	http://www.yr.no/place/Norway/Østfold/Askim/Langnes/forecast.xml
124	Solbergfoss	60	Askim	Østfold	59.6351	11.1545	http://www.yr.no/stad/Noreg/Østfold/Askim/Solbergfoss/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Askim/Solbergfoss/varsel.xml	http://www.yr.no/place/Norway/Østfold/Askim/Solbergfoss/forecast.xml
124	Vamma	60	Askim	Østfold	59.5368	11.1679	http://www.yr.no/stad/Noreg/Østfold/Askim/Vamma/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Askim/Vamma/varsel.xml	http://www.yr.no/place/Norway/Østfold/Askim/Vamma/forecast.xml
125	Mysen	30	Eidsberg	Østfold	59.5521	11.3261	http://www.yr.no/stad/Noreg/Østfold/Eidsberg/Mysen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Eidsberg/Mysen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Eidsberg/Mysen/forecast.xml
125	Eidsberg	50	Eidsberg	Østfold	59.5498	11.3365	http://www.yr.no/stad/Noreg/Østfold/Eidsberg/Eidsberg/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Eidsberg/Eidsberg/varsel.xml	http://www.yr.no/place/Norway/Østfold/Eidsberg/Eidsberg/forecast.xml
125	Hærland	50	Eidsberg	Østfold	59.5514	11.4045	http://www.yr.no/stad/Noreg/Østfold/Eidsberg/Hærland/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Eidsberg/Hærland/varsel.xml	http://www.yr.no/place/Norway/Østfold/Eidsberg/Hærland/forecast.xml
125	Slitu	50	Eidsberg	Østfold	59.5840	11.2618	http://www.yr.no/stad/Noreg/Østfold/Eidsberg/Slitu/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Eidsberg/Slitu/varsel.xml	http://www.yr.no/place/Norway/Østfold/Eidsberg/Slitu/forecast.xml
125	Trømborg	60	Eidsberg	Østfold	59.5045	11.3588	http://www.yr.no/stad/Noreg/Østfold/Eidsberg/Trømborg/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Eidsberg/Trømborg/varsel.xml	http://www.yr.no/place/Norway/Østfold/Eidsberg/Trømborg/forecast.xml
127	Meieribyen	30	Skiptvet	Østfold	59.4731	11.1611	http://www.yr.no/stad/Noreg/Østfold/Skiptvet/Meieribyen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Skiptvet/Meieribyen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Skiptvet/Meieribyen/forecast.xml
127	Glenne	60	Skiptvet	Østfold	59.4049	11.1770	http://www.yr.no/stad/Noreg/Østfold/Skiptvet/Glenne/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Skiptvet/Glenne/varsel.xml	http://www.yr.no/place/Norway/Østfold/Skiptvet/Glenne/forecast.xml
127	Laum	60	Skiptvet	Østfold	59.4946	11.2000	http://www.yr.no/stad/Noreg/Østfold/Skiptvet/Laum/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Skiptvet/Laum/varsel.xml	http://www.yr.no/place/Norway/Østfold/Skiptvet/Laum/forecast.xml
127	Onstad	60	Skiptvet	Østfold	59.5138	11.1861	http://www.yr.no/stad/Noreg/Østfold/Skiptvet/Onstad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Skiptvet/Onstad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Skiptvet/Onstad/forecast.xml
127	Vister	60	Skiptvet	Østfold	59.5170	11.1647	http://www.yr.no/stad/Noreg/Østfold/Skiptvet/Vister/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Skiptvet/Vister/varsel.xml	http://www.yr.no/place/Norway/Østfold/Skiptvet/Vister/forecast.xml
128	Rakkestad	30	Rakkestad	Østfold	59.4169	11.3542	http://www.yr.no/stad/Noreg/Østfold/Rakkestad/Rakkestad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rakkestad/Rakkestad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rakkestad/Rakkestad/forecast.xml
128	Degernes	50	Rakkestad	Østfold	59.3534	11.4246	http://www.yr.no/stad/Noreg/Østfold/Rakkestad/Degernes/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rakkestad/Degernes/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rakkestad/Degernes/forecast.xml
128	Os	60	Rakkestad	Østfold	59.4489	11.2386	http://www.yr.no/stad/Noreg/Østfold/Rakkestad/Os/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rakkestad/Os/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rakkestad/Os/forecast.xml
128	Gautestad	60	Rakkestad	Østfold	59.3786	11.2988	http://www.yr.no/stad/Noreg/Østfold/Rakkestad/Gautestad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rakkestad/Gautestad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rakkestad/Gautestad/forecast.xml
128	Skjekle	60	Rakkestad	Østfold	59.2727	11.4290	http://www.yr.no/stad/Noreg/Østfold/Rakkestad/Skjekle/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rakkestad/Skjekle/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rakkestad/Skjekle/forecast.xml
135	Karlshus	30	Råde	Østfold	59.3506	10.8725	http://www.yr.no/stad/Noreg/Østfold/Råde/Karlshus/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Råde/Karlshus/varsel.xml	http://www.yr.no/place/Norway/Østfold/Råde/Karlshus/forecast.xml
135	Saltnes	50	Råde	Østfold	59.2872	10.7519	http://www.yr.no/stad/Noreg/Østfold/Råde/Saltnes/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Råde/Saltnes/varsel.xml	http://www.yr.no/place/Norway/Østfold/Råde/Saltnes/forecast.xml
135	Tomb	60	Råde	Østfold	59.3190	10.8153	http://www.yr.no/stad/Noreg/Østfold/Råde/Tomb/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Råde/Tomb/varsel.xml	http://www.yr.no/place/Norway/Østfold/Råde/Tomb/forecast.xml
135	Spetalen	60	Råde	Østfold	59.2969	10.7678	http://www.yr.no/stad/Noreg/Østfold/Råde/Spetalen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Råde/Spetalen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Råde/Spetalen/forecast.xml
135	Store Sletter	60	Råde	Østfold	59.3005	10.6683	http://www.yr.no/stad/Noreg/Østfold/Råde/Store_Sletter/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Råde/Store_Sletter/varsel.xml	http://www.yr.no/place/Norway/Østfold/Råde/Store_Sletter/forecast.xml
136	Rygge	30	Rygge	Østfold	59.4049	10.6933	http://www.yr.no/stad/Noreg/Østfold/Rygge/Rygge/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rygge/Rygge/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rygge/Rygge/forecast.xml
136	Dilling	50	Rygge	Østfold	59.3967	10.6943	http://www.yr.no/stad/Noreg/Østfold/Rygge/Dilling/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rygge/Dilling/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rygge/Dilling/forecast.xml
136	Larkollen	50	Rygge	Østfold	59.3358	10.6679	http://www.yr.no/stad/Noreg/Østfold/Rygge/Larkollen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rygge/Larkollen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rygge/Larkollen/forecast.xml
136	Rygge	50	Rygge	Østfold	59.4049	10.6933	http://www.yr.no/stad/Noreg/Østfold/Rygge/Rygge/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rygge/Rygge/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rygge/Rygge/forecast.xml
136	Rygge	50	Rygge	Østfold	59.4049	10.6933	http://www.yr.no/stad/Noreg/Østfold/Rygge/Rygge/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rygge/Rygge/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rygge/Rygge/forecast.xml
137	Kirkebygda	30	Våler	Østfold	59.4896	10.8746	http://www.yr.no/stad/Noreg/Østfold/Våler/Kirkebygda/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Våler/Kirkebygda/varsel.xml	http://www.yr.no/place/Norway/Østfold/Våler/Kirkebygda/forecast.xml
137	Sperrebotn	50	Våler	Østfold	59.4506	10.7866	http://www.yr.no/stad/Noreg/Østfold/Våler/Sperrebotn/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Våler/Sperrebotn/varsel.xml	http://www.yr.no/place/Norway/Østfold/Våler/Sperrebotn/forecast.xml
137	Svinndal	50	Våler	Østfold	59.4228	11.0168	http://www.yr.no/stad/Noreg/Østfold/Våler/Svinndal/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Våler/Svinndal/varsel.xml	http://www.yr.no/place/Norway/Østfold/Våler/Svinndal/forecast.xml
137	Kjersund	60	Våler	Østfold	59.4171	10.7896	http://www.yr.no/stad/Noreg/Østfold/Våler/Kjersund/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Våler/Kjersund/varsel.xml	http://www.yr.no/place/Norway/Østfold/Våler/Kjersund/forecast.xml
137	Veidal	60	Våler	Østfold	59.5109	10.9109	http://www.yr.no/stad/Noreg/Østfold/Våler/Veidal/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Våler/Veidal/varsel.xml	http://www.yr.no/place/Norway/Østfold/Våler/Veidal/forecast.xml
138	Elvestad	30	Hobøl	Østfold	59.6226	10.9511	http://www.yr.no/stad/Noreg/Østfold/Hobøl/Elvestad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hobøl/Elvestad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hobøl/Elvestad/forecast.xml
138	Knapstad	50	Hobøl	Østfold	59.6208	11.0296	http://www.yr.no/stad/Noreg/Østfold/Hobøl/Knapstad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hobøl/Knapstad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hobøl/Knapstad/forecast.xml
138	Tomter	50	Hobøl	Østfold	59.6577	10.9952	http://www.yr.no/stad/Noreg/Østfold/Hobøl/Tomter/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hobøl/Tomter/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hobøl/Tomter/forecast.xml
138	Knapstad	60	Hobøl	Østfold	59.6208	11.0296	http://www.yr.no/stad/Noreg/Østfold/Hobøl/Knapstad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hobøl/Knapstad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hobøl/Knapstad/forecast.xml
138	Ringvoll	60	Hobøl	Østfold	59.5559	10.8428	http://www.yr.no/stad/Noreg/Østfold/Hobøl/Ringvoll/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hobøl/Ringvoll/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hobøl/Ringvoll/forecast.xml
211	Vestby	30	Vestby	Akershus	59.6009	10.7484	http://www.yr.no/stad/Noreg/Akershus/Vestby/Vestby/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Vestby/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Vestby/forecast.xml
211	Hvitsten	50	Vestby	Akershus	59.5973	10.6564	http://www.yr.no/stad/Noreg/Akershus/Vestby/Hvitsten/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Hvitsten/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Hvitsten/forecast.xml
